,duration,rating,production_cost,worldwide_gross,opening_weekend,oscar,golden globe,certificate_G,certificate_PG,certificate_PG-13,certificate_R,ROI
149,175.0,5.6,191258900.02036828,206432753.0784352,16888885.187761825,1,1,0,0,0,1,0.07933671612903233
151,182.0,6.2,198797653.0300752,589490616.6599075,77523096.03412768,0,1,0,0,1,0,1.9652795577557753
152,142.0,7.0,170639001.41874656,800390250.5373994,79671896.711265,0,0,0,0,1,0,3.690546966887417
155,102.0,7.4,154333713.07232606,1298243266.4261692,250421.88283115625,0,0,0,1,0,0,7.411922713333333
157,138.0,7.5,169508941.8067019,1061826442.0304202,87137104.41022052,0,0,0,0,1,0,5.264132326666667
158,150.0,7.7,179461656.27863118,1060912992.8616573,122854617.58415285,0,0,0,0,1,0,4.911641599999999
159,138.0,7.2,190057809.01710513,935815419.4421467,116282959.0574062,0,0,0,0,0,1,3.923846193333333
161,92.0,6.4,166319053.81973767,692147023.2059518,69414786.13816896,1,1,0,0,1,0,3.1615618133333334
163,115.0,6.7,179461656.27863118,569282863.0548087,67212517.89444178,0,1,0,1,0,0,2.172169893333333
164,110.0,8.1,169508941.8067019,708038505.2584121,53143759.74917188,1,0,1,0,0,0,3.1769979666666663
165,111.0,6.8,154333713.07232606,663225998.333623,88214929.01556475,1,1,0,0,1,0,3.297350106666666
166,140.0,8.2,179461656.27863118,429341822.01388276,58319582.65620426,1,1,0,0,1,0,1.3923874933333336
168,113.0,7.0,159973527.631839,479202427.6022918,70093294.85066463,1,1,0,0,1,0,1.9955107866666666
169,89.0,6.6,166319053.81973767,664922259.5037863,69972187.81514044,0,0,0,1,0,0,2.997871826666667
170,107.0,6.5,165259813.23686412,412957567.29310435,93711131.26720418,0,1,0,0,1,0,1.4988384
171,105.0,6.0,165259813.23686412,443150868.9963021,59684447.511914834,0,1,0,1,0,0,1.68154042
172,90.0,7.2,159973527.631839,709042717.9712571,50824978.298855096,1,1,0,1,0,0,3.4322503133333333
175,129.0,6.7,190057809.01710513,541411674.7202624,61420543.740045056,0,0,0,0,0,1,1.8486684
177,82.0,5.7,179461656.27863118,370939853.29692507,47915996.62314323,0,0,1,0,0,0,1.0669588199999998
178,126.0,6.9,174089965.99396938,463529326.3030541,55410831.82007198,1,1,0,0,1,0,1.6625849666666666
179,138.0,6.7,165259813.23686412,540813670.8829844,50904614.496297956,1,1,0,0,1,0,2.2725056399999994
180,162.0,7.3,185089258.08422735,596175017.5032063,57828562.245944306,1,1,0,0,0,1,2.2210136
181,90.0,6.1,169508941.8067019,324999016.1107736,42966046.23217368,1,1,0,1,0,0,0.9172971799999998
182,87.0,5.1,165259813.23686412,322606811.44054514,34932546.60769051,1,1,0,1,0,0,0.95211894
183,96.0,6.8,166319053.81973767,363700995.0795588,29076038.914359134,0,1,0,1,0,0,1.18676686
185,99.0,5.7,157036018.87939072,319589323.4486745,35026557.37612883,0,0,0,0,1,0,1.0351338866666668
186,115.0,6.3,169508941.8067019,220452683.42219138,31094574.507331442,1,1,0,0,1,0,0.3005371933333331
187,112.0,6.2,157036018.87939072,249375991.12779492,31077714.988692578,0,1,0,0,1,0,0.5880177866666666
188,131.0,6.3,154333713.07232606,211375851.6048375,25570275.035809465,1,1,0,0,1,0,0.36960258
189,102.0,5.8,163297319.71994355,155278722.40916592,34269831.34889492,1,1,0,0,0,1,-0.04910428000000003
192,88.0,5.4,159973527.631839,42179428.69497031,7374233.580853461,0,0,0,1,0,0,-0.7363349466666667
194,85.0,6.6,172929366.22067624,208161839.7741072,21835899.008463703,1,1,0,1,0,0,0.20373910067114087
195,85.0,6.8,151801484.91674435,781956952.0944967,63146002.71540843,0,0,0,1,0,0,4.1511811793103455
197,88.0,7.3,198962773.8536998,614989569.1501749,46957915.034569316,0,1,1,0,0,0,2.0909780620689653
199,97.0,7.2,151801484.91674435,321296638.93716025,24888601.990456898,0,1,0,1,0,0,1.1165579448275862
200,124.0,6.0,173479601.06934348,145537887.78706694,21617199.769189626,1,1,0,0,1,0,-0.1610662758620689
202,133.0,6.1,183472319.90798897,558094551.4672468,60819833.673251085,1,1,0,0,1,0,2.0418460492957746
203,125.0,7.9,154242492.3544065,426193615.7484041,87261906.71799074,0,0,0,0,1,0,1.7631401000000002
204,150.0,6.7,194809152.69287315,771722543.453339,50218977.614496544,1,1,0,0,1,0,2.9614285714285717
207,127.0,6.6,194809152.69287315,397132372.7039,47377758.48015628,1,1,0,0,0,1,1.0385714285714285
209,154.0,7.8,177387288.41596478,578802780.1356266,30753069.087457005,0,1,0,0,0,1,2.262932678571429
213,121.0,7.4,179596144.135285,1061692781.0171405,148385326.69226897,0,1,0,0,1,0,4.911556654676258
214,161.0,7.6,152039028.17791498,205997734.3648614,60831403.49891891,0,0,0,0,0,1,0.3549003623188405
215,121.0,5.1,165104723.7763407,91425838.6972231,15854294.759672092,1,1,0,0,1,0,-0.4462554637681159
216,112.0,6.6,152459132.66809288,294466619.6542428,61442749.09546423,1,1,0,0,1,0,0.9314462472727271
217,138.0,5.6,173586132.23562267,310467893.67015076,78719942.55262996,1,1,0,0,1,0,0.7885524014598543
218,106.0,6.4,179770814.9512891,111709623.77660292,14970648.185908463,0,1,0,0,1,0,-0.37859978102189784
222,139.0,7.5,171052028.1153946,269770761.80913144,31810596.35070234,1,1,0,0,1,0,0.5771269407407408
226,132.0,6.0,156680969.39457244,191406202.81708562,29855053.857234392,1,1,0,0,0,1,0.22163019259259253
228,116.0,6.5,157926257.52519545,726025931.0765703,77621622.9716389,1,1,0,0,1,0,3.597246477272727
231,141.0,7.9,160410690.3396637,974300856.7495731,115603501.66596484,0,0,0,1,0,0,5.073790061538461
239,140.0,6.6,164716767.81482443,346249827.76454526,58946505.489778765,1,0,0,0,0,1,1.1020921692307692
247,82.0,6.4,171074256.4595566,477864824.0567555,52133841.134681255,0,1,0,1,0,0,1.7933181411764705
256,123.0,6.5,154241048.40352282,685866899.1265342,84824659.73740509,0,0,0,0,1,0,3.4467209359999993
266,103.0,6.6,171519632.6324998,84660579.92247769,14088973.896641169,0,0,0,0,0,1,-0.506408808
267,105.0,6.3,165036341.5256899,463504435.0242893,74897423.13785946,0,1,0,1,0,0,1.808499211382114
268,129.0,6.5,161011064.9031121,441051483.6180754,55448241.829881944,1,1,0,0,1,0,1.7392619499999995
275,106.0,4.9,152046247.21368408,287827693.0368967,47684517.248836845,0,1,0,0,1,0,0.8930272749999999
279,77.0,5.5,155047030.9081597,214481726.08962092,19529661.99437943,1,1,0,1,0,0,0.3833333333333333
286,92.0,8.1,150902508.90071714,735464342.5661263,82113360.08650671,1,1,1,0,0,0,3.8737714695652166
299,119.0,6.5,154787124.01862296,477735367.9460436,35380124.933728226,1,1,0,0,1,0,2.0864025090909086
313,100.0,7.9,160339296.30545887,244751653.42512774,27222745.35452298,0,0,0,0,0,0,0.5264608181818182
365,113.0,7.2,159146275.08534706,201645636.9386239,15596736.006977227,0,0,0,0,0,1,0.2670459100000001
