,duration,rating,production_cost,worldwide_gross,opening_weekend,oscar,golden globe,certificate_G,certificate_PG,certificate_PG-13,certificate_R,ROI
0,181.0,8.4,372835647.7036258,2607799463.561274,332863012.3488246,0,1,0,0,1,0,5.994501410000001
1,136.0,6.6,404199779.81644654,1115243505.3282828,96146178.29451594,1,1,0,0,1,0,1.759139319261214
2,141.0,7.3,365000000.0,1395316979.0,191271109.0,0,1,0,0,1,0,2.8227862438356164
3,156.0,8.4,284643045.1682258,1943504526.5953264,244506651.8114624,0,1,0,0,1,0,5.827865846666667
4,121.0,6.1,291486030.58736646,637329550.8473682,91179005.82513651,0,1,0,0,1,0,1.18648403
5,148.0,6.8,300000000.0,879500760.0,70403148.0,1,1,0,0,1,0,1.9316692
6,135.0,6.9,260922791.404207,373025988.7402327,80099016.87850237,0,1,0,0,1,0,0.42964126181818174
7,132.0,6.6,276069321.1899689,296042313.6685216,31595843.817010406,0,1,0,0,1,0,0.07234774364808497
8,151.0,6.4,260390276.2132428,863738398.1466429,164360072.01048535,0,1,0,0,1,0,2.3170916007604565
9,118.0,8.5,386930705.1479103,2452215982.1503935,285392288.48699987,1,1,1,0,0,0,5.337610196153845
10,101.0,7.7,283048687.5145688,635528392.8806725,53090192.548287414,0,1,0,1,0,0,1.245297084615385
11,139.0,6.3,291555379.90752727,1011245404.3480124,170770671.44450358,0,0,0,0,1,0,2.4684505038759688
12,146.0,7.8,247519273.96696088,1140488143.9480615,177361561.4676172,0,1,0,0,1,0,3.6076740839999997
13,119.0,6.2,205719480.47207418,613417269.7340094,118630283.65696394,1,1,0,0,1,0,1.9818142080000003
14,153.0,7.6,275433022.06144017,1023961997.8880948,85754118.04783694,0,0,0,1,0,0,2.717644276
15,201.0,7.8,257222855.12054345,987075663.9675965,75772911.35301952,0,1,0,0,1,0,2.8374337439999997
16,144.0,7.4,252501354.0882541,949798547.0618191,55271873.74631152,1,1,0,0,1,0,2.761558232
17,136.0,6.6,242905025.48947203,1201606268.3612273,95983148.38418382,0,0,0,0,1,0,3.946815184
18,163.0,7.3,220130696.87787312,669204394.3898548,48626877.10398168,1,1,0,0,1,0,2.0400321440000004
19,162.0,7.9,261110504.91424528,3206449014.7353544,84861444.03026417,0,1,0,0,1,0,11.280046012658229
20,150.0,6.1,269259147.404006,453888742.77440673,60972220.507532775,1,1,0,0,1,0,0.685694793103448
21,164.0,8.4,240788562.28173244,1132991956.2843952,168434001.96716067,1,1,0,0,1,0,3.7053395956521737
22,135.0,6.5,223472623.45031425,772303697.32871,61195794.70149947,1,1,0,0,1,0,2.4559208434782613
23,106.0,6.6,255022549.19026443,656064443.7706294,74875598.3982981,1,1,0,0,1,0,1.5725742521739126
24,143.0,8.0,235554028.31908607,1586168702.2584324,217168992.43869615,0,1,0,0,1,0,5.733778715555555
25,142.0,7.1,231500569.6084891,687298972.9564273,119988661.02390483,0,1,0,0,1,0,1.9688867466666664
26,144.0,6.5,249478580.7296065,462745387.60047096,61022244.63169179,0,0,0,1,0,0,0.854850168888889
27,149.0,6.4,231500569.6084891,267513945.4307195,30054791.92110028,0,1,0,0,1,0,0.15556495555555555
28,136.0,6.9,230319494.35643974,793440468.5141232,64913129.03585821,1,1,0,0,1,0,2.444955759090909
29,130.0,5.8,230319494.35643974,328181951.23386866,26732581.738546252,0,1,0,0,1,0,0.42489871363636345
30,148.0,5.2,210841562.12486172,585783288.4805317,43412057.08374588,1,0,0,0,1,0,1.7783103225806451
31,124.0,6.9,215000000.0,1669979967.0,208806270.0,0,0,0,0,1,0,6.76734868372093
32,104.0,6.8,225084960.39379337,684900541.2107466,57153551.15814937,1,1,0,0,1,0,2.042853418604651
33,149.0,5.9,231363738.53160977,921620594.8379852,120051676.95953864,0,0,0,0,1,0,2.9834271380952377
34,165.0,5.6,212101137.4341334,1115100592.666603,101039315.74323542,0,1,0,0,1,0,4.257400342857143
35,104.0,6.6,243725952.39155713,533018149.809988,119252398.50471826,1,1,0,0,1,0,1.1869568857142858
38,113.0,6.1,231662220.46915925,415028583.81201655,29136589.151177958,1,1,0,0,1,0,0.7915246731707318
39,110.0,7.3,188616983.62396708,333484908.3949278,18403360.932356164,0,0,0,0,1,0,0.7680534487804879
40,148.0,8.2,176104557.5022985,1684242512.0011954,229057937.9151307,0,0,0,0,1,0,8.56387805
41,120.0,7.3,189762030.11215055,1268079377.931601,191663399.16217694,1,0,0,0,1,0,5.682471605
42,194.0,7.9,281431134.5793144,3106980792.4760528,40298308.497805186,1,1,0,0,1,0,10.039932725000002
43,118.0,7.6,189762030.11215055,1179186339.7905004,173336138.6486785,1,1,0,1,0,0,5.2140267950000005
44,134.0,7.8,198015419.1735687,1044614102.625481,153542820.3467833,0,0,0,0,1,0,4.275417979999999
45,103.0,7.3,198015419.1735687,1014835087.4867518,133720082.85895813,0,0,0,1,0,0,4.125030625
46,89.0,7.7,186417823.8518129,1000206498.7518373,112697091.81716773,1,1,1,0,0,0,4.365401645
47,126.0,6.9,164575584.37765938,783564917.6497926,154224601.35247064,0,0,0,0,1,0,3.7611249299999994
48,127.0,7.5,246785677.4456365,980599874.8431865,108778471.00623155,0,1,0,0,1,0,2.973487784999999
49,175.0,7.8,164575584.37765938,631822374.4934045,110272738.03223012,0,1,0,0,1,0,2.83910151
51,143.0,7.8,209381358.50585428,1162618239.6959252,92509619.30650641,1,1,0,0,1,0,4.552634905000001
52,169.0,7.8,209381358.50585428,1062546056.7602757,88586429.27620749,0,1,0,0,1,0,4.074692725000001
53,102.0,7.2,205778284.09643474,764935304.416625,84810973.4490013,1,1,1,0,0,0,2.71727905
54,130.0,6.3,205778284.09643474,504526220.5296807,81396066.36215824,1,1,0,1,0,0,1.4517952550000004
55,131.0,7.9,202001083.27060327,755345453.4387971,91732388.53300479,0,1,0,0,1,0,2.7393138749999997
56,141.0,6.6,202001083.27060327,716090139.534443,92524916.55309242,1,1,0,0,1,0,2.54498168
57,107.0,6.2,213298036.84245205,597400217.6031592,70532869.04340121,1,1,1,0,0,0,1.800776915
58,133.0,6.7,176104557.5022985,334379985.82270265,70764369.0642583,1,1,0,0,1,0,0.8987582750000002
59,134.0,6.5,186417823.8518129,708743514.6462449,55961652.02673901,0,1,0,0,1,0,2.80190853
60,145.0,5.2,176104557.5022985,634925562.1444587,61674602.89192741,0,0,0,0,1,0,2.6053897249999998
61,158.0,5.8,220346417.64915213,834757887.5213853,71874372.70439088,0,0,0,0,1,0,2.7883887400000003
62,156.0,6.3,176104557.5022985,354027332.0436903,62778826.01569735,1,1,0,0,1,0,1.010324645
63,134.0,6.5,189762030.11215055,615261007.828514,58980984.06556373,1,1,0,0,1,0,2.242276695
64,110.0,6.1,164575584.37765938,179857534.9808079,41619487.44102732,0,0,0,1,0,0,0.0928567299999999
65,90.0,6.6,176104557.5022985,185248032.92309925,30834790.635235112,0,1,0,0,1,0,0.05192072000000003
66,113.0,5.5,213298036.84245205,234132447.30420914,56709872.20182853,0,0,0,0,1,0,0.0976774599999998
67,114.0,7.4,184016569.38923618,122662712.50880943,35993513.08101887,1,1,0,1,0,0,-0.3334148499999999
68,151.0,5.4,184016569.38923618,153065195.87718716,20977888.910372924,0,0,0,0,1,0,-0.1681988399999999
69,115.0,7.6,278298789.56124735,97356394.47699983,11271100.977230517,0,1,1,0,0,0,-0.6501731300000001
70,140.0,6.5,176104557.5022985,16923647.975970887,3698195.7075482686,1,1,0,0,1,0,-0.9038999999999999
71,154.0,6.2,207965585.9213907,1198515354.3293571,104359120.01954742,0,0,0,0,1,0,4.7630465589743585
72,107.0,7.1,267570626.90669975,562521145.4548699,43453984.368545935,1,1,0,0,1,0,1.1023277179487176
73,113.0,6.3,200633826.99402386,203399078.66238603,27988136.949417118,0,1,0,0,1,0,0.013782579487179583
74,137.0,7.1,190000000.0,1514553486.0,147187040.0,0,0,0,0,1,0,6.971334136842105
75,132.0,7.7,195489369.891613,480884901.86896837,72192741.66843577,0,0,0,0,1,0,1.4599030736842105
76,115.0,7.0,195489369.891613,547227888.5684927,68330566.22108632,1,1,0,0,1,0,1.799271842105263
77,141.0,7.2,195489369.891613,363857593.0448211,51532216.11087104,1,1,0,0,1,0,0.8612653631578947
78,131.0,6.9,195489369.891613,422877363.77664137,38362551.0023895,0,1,0,0,1,0,1.1631731894736845
79,148.0,5.7,167299329.62718356,137773478.3806781,9464749.128711695,0,0,0,0,0,1,-0.17648517368421046
80,92.0,6.7,187500000.0,333771037.0,39155217.0,1,1,0,1,0,0,0.7801121973333334
81,126.0,7.9,206235626.73647472,648834520.128481,113228534.9272795,1,1,0,0,1,0,2.146083586021505
82,152.0,9.0,205126833.04434314,1107258887.7062054,175645653.11160973,1,1,0,0,1,0,4.397923183783783
83,123.0,6.2,205126833.04434314,872216383.9417238,111032199.7917134,1,1,0,0,1,0,3.252083313513513
84,93.0,7.1,193677756.6179152,580621345.5319028,69434621.06355363,1,1,0,1,0,0,1.9978731459459462
85,118.0,6.7,179749718.86220932,545148891.1713022,59293575.32666825,1,1,0,0,1,0,2.0328219405405403
86,122.0,7.0,183164262.73555103,332342849.9758305,58665247.067724556,0,0,0,0,1,0,0.8144524756756758
87,118.0,6.6,172436487.06292695,456114543.53706014,34439493.35792595,1,1,0,1,0,0,1.6451161891891886
88,164.0,8.0,179749718.86220932,251483515.72362414,31823591.737079147,0,1,0,0,0,1,0.3990759891891891
89,132.0,7.2,162896715.6896261,147153172.5302073,23074465.06369548,0,1,0,0,0,1,-0.09664739459459465
90,128.0,8.0,283192517.1664014,1628589916.6682086,142375705.53062734,1,1,1,0,0,0,4.750822560439561
91,130.0,7.9,174891618.35241985,826346163.4737879,119261498.72699985,1,1,0,0,1,0,3.7249043222222222
92,97.0,6.9,181800974.94354293,766126210.8527327,70125987.04442035,1,1,0,1,0,0,3.2140929722222227
93,133.0,7.2,178213877.25621182,803669721.7459112,73665089.32369125,1,1,0,0,1,0,3.509579916666666
94,91.0,6.2,203410730.16804227,289957342.2690618,55486105.500812456,0,0,0,0,1,0,0.42547712222222195
95,110.0,6.2,178213877.25621182,345439903.6544097,38145547.77849447,1,1,0,0,1,0,0.9383445833333334
96,126.0,7.5,191968233.15820682,192019194.3251692,12120133.03093115,1,1,0,1,0,0,0.00026546666666659656
97,129.0,6.4,174891618.35241985,208993886.58769414,16524949.364941424,0,1,0,0,1,0,0.19499086666666685
98,127.0,5.3,179000000.0,181982519.0,18372372.0,1,1,0,0,1,0,0.016662117318435754
99,136.0,6.9,176233723.06447613,537153997.9429466,65116936.94146008,1,1,0,0,1,0,2.047963741573034
100,113.0,5.6,168888206.799814,500374687.50048184,43078063.473738655,0,0,0,0,1,0,1.9627568258426968
101,136.0,7.9,179780964.1108369,370701257.75852287,29048004.235645168,0,1,0,0,1,0,1.0619605617977528
102,124.0,6.8,163115595.8703363,1053006606.0837634,143013624.1089735,1,1,0,0,1,0,5.455585074285714
104,95.0,8.1,175000000.0,853003563.0000001,90440272.0,0,1,0,1,0,0,3.874306074285715
105,123.0,5.9,173263491.7768726,738345024.056423,132355731.86892483,1,1,0,0,1,0,3.2613998857142854
106,105.0,8.4,170033517.84263042,775028733.1868842,49360832.24982631,0,1,0,1,0,0,3.5580938571428575
107,95.0,6.4,192803115.44300812,420517234.2244532,65355953.87137516,1,1,0,1,0,0,1.181070742857143
108,109.0,6.7,170033517.84263042,372656504.052848,52165000.73558443,1,1,1,0,0,0,1.1916649657142857
109,118.0,5.7,192803115.44300812,333239821.7290525,60279118.42386636,0,0,0,0,1,0,0.7283943828571428
110,107.0,4.9,240127485.68549976,303561394.13385785,37991576.673585735,1,0,0,0,1,0,0.2641676285714284
111,111.0,5.2,194038896.1230273,449904377.99789244,44859320.17371046,1,0,0,0,1,0,1.318629857142857
112,96.0,5.4,197760432.10781887,196778782.0945644,35249514.40555904,1,1,0,1,0,0,-0.004963834285714286
113,135.0,6.3,255085244.12232092,385173208.7834316,30860620.970308986,1,1,0,0,1,0,0.5099784000000002
114,103.0,5.6,161014498.21558166,231318609.12301576,20098331.11242049,1,1,0,1,0,0,0.4366321771428571
115,126.0,6.7,170033517.84263042,135667641.3007342,14935034.924622227,0,0,0,0,1,0,-0.2021123657142856
116,127.0,6.2,180055998.5843804,156100129.29638118,10196632.933318691,0,0,0,0,1,0,-0.1330467714285713
117,128.0,6.1,161297725.59532794,1241360584.2678027,3605478.5721308603,0,0,0,0,1,0,6.696082382352944
118,121.0,8.0,171700920.78001276,778595394.3211854,95264602.70519914,0,0,0,0,1,0,3.534602323529412
119,125.0,6.9,185070295.68260267,676221156.3374575,139480383.86581382,1,1,0,0,1,0,2.6538611117647064
120,135.0,7.8,171700920.78001276,721549777.3428264,95974472.89201786,1,1,0,0,1,0,3.202364052941177
121,130.0,7.6,171700920.78001276,717754860.7618386,73337934.55912165,1,1,0,0,1,0,3.180262152941177
122,92.0,6.6,209767825.828791,385873390.55231524,28781422.819590908,1,1,1,0,0,0,0.8395261000000004
123,127.0,6.1,177974154.72997615,419832389.8393482,58854691.99037283,1,1,0,0,1,0,1.3589514470588235
124,132.0,6.0,209767825.828791,370364279.15143836,63853375.53941947,0,1,0,0,1,0,0.7655914470588235
126,132.0,6.0,158455150.27404097,357269680.1844243,44531762.86383301,0,0,0,0,1,0,1.254705382352941
127,129.0,6.4,170000000.0,206627518.0,33028165.000000004,1,1,0,1,0,0,0.2154559882352941
128,122.0,7.3,158455150.27404097,374606654.3137828,26588413.497494917,1,1,0,0,1,0,1.3641178823529412
129,113.0,6.2,168313106.2975334,274180180.8931249,26592209.43679014,1,1,0,1,0,0,0.6289888941176469
130,93.0,6.3,179627051.69193792,823284854.3559011,77117928.91244362,0,1,0,1,0,0,3.583301048484848
131,115.0,7.5,163362720.81819415,669643080.3256825,84214285.53430384,0,0,0,0,1,0,3.099118066666667
132,108.0,7.8,166650893.69824767,654902686.2846711,56778352.37509995,0,0,0,1,0,0,2.929788024242425
133,91.0,8.1,179627051.69193792,538740710.6716642,47609136.518917084,0,0,0,1,0,0,1.9992181333333334
134,101.0,7.7,172739620.76732978,519801283.90394,51338960.68968669,0,1,0,1,0,0,2.0091607333333337
135,165.0,8.7,166650893.69824767,655628727.668211,47985720.93288169,1,1,0,0,1,0,2.9341446848484853
137,119.0,5.2,163362720.81819415,380357347.6351422,40632708.57009893,0,0,0,0,1,0,1.3282995393939396
138,123.0,8.0,254634040.1365553,2021224627.3242831,278109096.0526985,0,0,1,0,0,0,6.9377628625000005
139,143.0,6.8,151809624.08972046,1085209864.3521707,64399086.627908565,0,0,0,0,1,0,6.148491874999998
140,92.0,6.1,180809537.92714867,912332084.3278278,137448325.66947755,0,1,0,1,0,0,4.04581835
141,147.0,8.8,174183807.7012731,793170424.8629973,68351181.66542268,1,1,0,0,1,0,3.553640406250001
142,136.0,6.5,160000000.0,648986787.0,102665981.0,1,1,0,0,1,0,3.05616741875
144,108.0,6.1,174183807.7012731,237310545.27742615,19181580.313857008,1,1,0,1,0,0,0.3624145
145,123.0,6.7,158412335.33885494,434544663.12282765,23926312.00722285,0,0,0,0,1,0,1.7431239000000007
146,107.0,7.1,154452026.95538357,121145149.30711608,20022867.71167555,0,0,0,0,1,0,-0.2156454551282051
