,duration,rating,production_cost,worldwide_gross,opening_weekend,oscar,golden globe,certificate_G,certificate_PG,certificate_PG-13,certificate_R,certificate_TV-MA
293,108.0,6.5,127665975.0622442,672505368.5997182,35321439.32905274,0,1,0,1,0,0,0
294,114.0,6.1,110000000.0,456258538.99999994,54588173.0,0,0,0,0,1,0,0
295,103.0,5.4,117313920.26334861,601233119.335807,37979461.30423014,0,0,0,1,0,0,0
296,129.0,7.1,124306557.32491472,432008395.0880993,37709590.89764204,0,1,0,0,1,0,0
297,118.0,6.2,110000000.0,295075882.0,52263680.0,1,1,0,0,1,0,0
298,125.0,6.5,135732122.59510005,447902525.13012815,48312467.03793217,1,1,0,0,1,0,0
299,119.0,6.5,154787124.01862296,477735367.9460436,35380124.933728226,1,1,0,0,1,0,0
300,164.0,7.2,147593476.1611861,288880685.613667,30073794.296079442,1,1,0,0,0,1,0
301,102.0,6.2,111100595.79883178,334089643.13152695,45489088.54419867,0,0,0,0,0,1,0
302,170.0,7.5,135732122.59510005,257114758.71085775,1058736.4687379124,1,1,0,0,1,0,0
303,116.0,7.0,108908480.54546279,299240576.7098096,14722185.035201523,1,1,0,0,1,0,0
304,118.0,5.8,117313920.26334861,244392094.60772312,35756084.161301605,1,1,0,0,1,0,0
305,126.0,7.1,117313920.26334861,281425793.483084,29136167.356349446,0,1,0,0,1,0,0
306,118.0,5.6,102529803.1184971,235837621.44427985,27996077.787627943,0,0,0,0,1,0,0
307,118.0,6.7,119751367.79462528,192953387.7888279,27945021.33447802,0,0,0,0,1,0,0
308,104.0,5.3,113178056.25303912,358617556.0450131,18055386.88538375,0,0,0,1,0,0,0
309,106.0,6.4,121190529.70703368,167864715.53434974,25750896.475241166,1,1,0,0,0,1,0
310,114.0,6.6,113178056.25303912,131680901.84384203,27797920.64805548,0,0,0,0,1,0,0
311,76.0,5.4,135732122.59510005,94373879.75297236,17127877.373513725,1,1,0,1,0,0,0
312,148.0,7.2,131605214.60432953,261625110.40071324,23492722.432270512,0,0,0,0,0,1,0
313,100.0,7.9,160339296.30545887,244751653.42512774,27222745.35452298,0,0,0,0,0,0,1
315,158.0,6.7,143029334.52328843,115058525.7370885,19303569.660586856,1,1,0,0,0,1,0
316,130.0,8.0,108000000.0,653609107.0,54308575.0,1,1,0,0,1,0,0
317,124.0,7.1,104948172.1619914,118083189.35673457,12575704.82189971,1,1,0,0,0,1,0
318,115.0,7.1,129562480.65895915,430183941.5590805,64386243.81165881,1,0,0,0,1,0,0
319,92.0,6.0,144076491.41129985,410021419.56382513,20607360.734023675,1,1,0,1,0,0,0
320,97.0,7.1,115681869.26580489,298566507.1730658,866170.7504579346,1,0,1,0,0,0,0
321,100.0,5.6,103958095.06612356,398166119.79840785,21160981.134917554,1,0,0,1,0,0,0
322,129.0,7.3,147751345.65414008,170406551.9877749,31040127.564087737,0,0,0,0,0,1,0
323,141.0,6.7,101048490.60362037,397201888.7882815,37915540.954903685,1,1,0,0,0,1,0
324,117.0,6.5,138603691.70409566,312150820.50286025,33994867.240969695,1,1,0,0,1,0,0
325,154.0,8.5,138201164.0418379,612426500.6963179,46718725.050413035,1,1,0,0,0,1,0
326,140.0,7.0,112927539.04519048,233878672.28503716,27842615.271218184,1,1,0,0,0,1,0
327,144.0,8.0,118381176.87589917,689884045.6906376,47390951.596442975,1,1,0,0,1,0,0
328,114.0,6.7,96778635.35719678,441382296.83928806,20545579.594319616,0,0,0,0,1,0,0
329,172.0,7.4,106784492.8379857,136802612.52382353,10063126.675769111,1,1,0,0,0,1,0
330,161.0,7.4,129205859.09013309,1130890500.8978815,114163051.44086124,0,1,0,1,0,0,0
331,122.0,5.4,145762996.64132625,490534964.865804,76940171.30093311,1,1,0,0,1,0,0
333,130.0,6.9,123392838.72281826,408829360.95224184,43363394.98029931,1,1,0,1,0,0,0
334,165.0,8.4,104690679.25292714,470942191.00740457,31535856.05779848,1,1,0,0,0,1,0
335,119.0,8.2,93208911.92590645,345435377.1265433,537084.6639429812,1,1,0,0,0,1,0
336,98.0,5.5,108864879.81329569,338189374.0244132,33567032.34428422,1,1,0,0,1,0,0
337,141.0,7.3,148819501.9799655,543637640.732814,38499262.87736253,1,1,0,0,0,1,0
338,157.0,7.8,113005961.20446792,302839540.4409765,49231199.55677407,1,1,0,0,0,1,0
339,90.0,6.9,110173208.82457606,260920651.1356025,33387603.124592714,0,0,0,1,0,0,0
340,97.0,6.6,108864879.81329569,186089782.62259027,38694020.59314499,0,0,0,0,1,0,0
341,165.0,8.2,102889142.04821737,401184213.9805209,18941959.98680199,1,1,0,0,0,1,0
342,103.0,6.6,102889142.04821737,270386945.6953088,34499828.18480436,0,1,0,1,0,0,0
343,114.0,6.2,143142110.60035238,335525107.247226,35164929.303895846,1,1,0,0,0,1,0
345,78.0,7.4,134175887.41926008,227603326.65712583,13165743.284757808,0,1,1,0,0,0,0
346,103.0,6.6,104690679.25292714,326613202.2346285,29932499.460717633,0,1,0,0,0,1,0
347,100.0,6.7,110173208.82457606,109207712.51943442,36021579.03015506,1,1,0,1,0,0,0
348,104.0,5.1,116059977.32931292,289555849.7083301,26972230.7955534,1,1,0,1,0,0,0
349,97.0,7.3,140715567.2896572,342485668.9085341,41933609.13425983,0,1,1,0,0,0,0
350,102.0,6.0,108864879.81329569,303440569.86380374,17932721.60399561,1,1,0,0,1,0,0
351,120.0,5.8,137215706.10599986,290934310.8814418,28161595.797585685,0,1,0,0,0,1,0
352,104.0,6.8,93208911.92590645,153923781.31106976,12447861.905702716,0,1,0,1,0,0,0
354,143.0,8.0,116059977.32931292,198901170.45704892,10037242.873765528,1,1,0,0,0,1,0
355,138.0,6.7,93208911.92590645,118215989.6281224,16681989.512720447,0,0,0,0,1,0,0
356,90.0,6.9,108864879.81329569,152102436.04113248,17540539.14041461,0,0,0,1,0,0,0
357,102.0,5.3,110173208.82457606,76623969.48358473,20753712.95251628,0,0,0,0,1,0,0
359,93.0,5.8,93208911.92590645,107294752.6826655,14777010.937184991,0,1,0,1,0,0,0
360,103.0,6.1,101000541.63530163,211557126.29676652,16038527.459763093,0,1,0,0,1,0,0
362,95.0,7.2,129205859.09013309,118610978.64474216,15612264.384391325,1,1,0,1,0,0,0
363,114.0,6.8,108864879.81329569,106168318.51329634,15577796.80387993,0,1,0,0,0,1,0
364,109.0,5.3,97162010.19578882,214529840.77647477,13318362.066695109,0,0,0,0,1,0,0
365,113.0,7.2,159146275.08534706,201645636.9386239,15596736.006977227,0,0,0,0,0,1,0
366,121.0,6.9,100000000.0,89693309.0,11053366.0,0,1,0,0,1,0,0
367,119.0,6.2,101000541.63530163,104070208.67699586,10995308.824509647,1,1,0,0,1,0,0
368,128.0,6.1,94881015.05607527,81104548.79748395,7172862.416716707,0,0,0,0,1,0,0
369,108.0,5.7,88052278.75114925,23840735.61691342,3324281.705831513,0,0,0,0,1,0,0
370,153.0,7.4,88052278.75114925,26464317.540467396,4190540.904708107,0,1,0,0,0,1,0
371,89.0,7.0,99000000.0,250091610.0,44213073.0,0,0,1,0,0,0,0
372,129.0,6.4,128595181.49800242,570858148.5100782,89411750.7441198,1,1,0,0,1,0,0
373,155.0,7.5,125329683.31742908,236607739.76860029,12270512.47017312,1,1,0,0,0,1,0
374,123.0,6.4,94247149.88991514,231752038.3292626,35134386.26288055,0,0,0,0,0,1,0
376,87.0,6.5,99456145.29028079,921032097.755745,48816487.97770666,0,1,0,1,0,0,0
377,144.0,7.7,124658594.30928805,209545959.78763196,235962.97267872747,0,1,0,0,0,1,0
378,119.0,5.9,103421635.82263091,242824065.9026056,34005106.79795051,0,0,0,1,0,0,0
379,85.0,6.1,99456145.29028079,109828631.8763355,27835639.37689283,0,1,0,0,0,1,0
380,98.0,6.8,103421635.82263091,180411881.4721367,24699761.44454127,1,1,0,0,1,0,0
381,126.0,7.6,133679788.92517437,371339711.184149,23965753.733808674,1,1,0,0,1,0,0
382,89.0,6.9,127467093.04829708,88153558.03445388,17237109.324664123,1,0,0,1,0,0,0
383,135.0,6.6,104664548.38334727,104548258.35796875,128479.58920286762,1,1,0,0,1,0,0
385,102.0,5.5,95950514.55353655,109964306.3752559,7289855.493286184,1,1,0,0,1,0,0
386,100.0,8.2,119102893.6507192,1186080910.688742,89012573.88203369,1,0,1,0,0,0,0
387,201.0,9.0,119102893.6507192,1419369514.7529774,92025627.48214105,0,1,0,0,1,0,0
388,179.0,8.8,121453507.5447251,1187594056.8425398,80117359.25295483,0,1,0,0,1,0,0
389,100.0,5.7,123346398.57971661,358662701.5199753,62638638.11252039,1,1,0,0,1,0,0
390,129.0,7.7,94940509.13718353,408609532.48911405,36568590.41627012,1,1,0,0,0,1,0
391,179.0,8.8,122034202.85014515,1169450910.5750334,61950715.56470537,0,1,0,0,1,0,0
392,93.0,5.9,122034202.85014515,480132417.45019484,66622335.75231783,0,0,0,0,1,0,0
393,120.0,7.6,99183587.13174018,502302159.1994324,58450264.73556231,0,1,0,0,1,0,0
394,96.0,6.5,102563416.52217157,180555595.59840775,21071579.635302775,0,1,0,1,0,0,0
395,115.0,8.0,113521411.62499277,779153088.2811624,86952000.40019357,1,1,0,1,0,0,0
396,98.0,5.2,94658010.68435998,313039389.5107821,25552358.94950461,0,1,0,0,0,1,0
398,114.0,7.3,93629119.2638778,193288759.4303316,13134321.659296554,0,0,0,1,0,0,0
